id,mat_id,name,category,category_full,rho_bulk,rho_min,rho_max,rho_vib,rho_sc_tm3,flowability,flowability_raw,angle_repose,angle_surcharge,angle_internal_friction,wall_friction_deg,cohesion,bridging_risk,flow_regime,moisture_pct,temp_max,abr_code,abr_text,particle_class,size_code,particle_size_mm,Leq_default,Ceff_default,vfi,bucket_fill_factor,stream_spread_factor,Km,hazard_codes,lambda_ref,fill_max,cema_cls,cema_code,flags,confidence,source,note,app,custom
79,soy_meal_granular,Soy meal granular,GRAIN,Agriculture,550.0,480.0,620.0,,0.55,2,2,30.5,,,,0.6,0.17,funnel_flow,1.5,60.0,3,Medium,A40,,,,,,,,,,0.79,0.4,I,34A4023U,U,0.82,derived,Agriculture — 34A4023U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
80,soy_meal_raw,Soy meal raw,GRAIN,Agriculture,560.0,480.0,650.0,,0.56,2,2,42.5,,,,0.7,0.24,funnel_flow,11.0,60.0,3,Medium,A40,,,,,,,,,,1.59,0.4,I,35A4023L,L,0.82,derived,Agriculture — 35A4023L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
81,distillers_grain_dry,Distillers grain dry,GRAIN,Agriculture,470.0,390.0,550.0,,0.47,2,2,27.5,,,,0.6,0.17,funnel_flow,5.0,60.0,3,Medium,B6,,,,,,,,,,1.73,0.4,II,29B623,,0.85,derived,Agriculture — 29B623,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
82,distillers_grain_wet,Distillers grain wet,GRAIN,Agriculture,500.0,450.0,560.0,,0.5,3,3,44.1,,,,2.7,0.74,cohesive_flow,22.0,60.0,3,Medium,B6,,,,,,,,,,1.14,0.32,II,31B623,,0.85,derived,Agriculture — 31B623,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
83,distillers_grain_fine,Distillers grain fine,GRAIN,Agriculture,490.0,390.0,590.0,,0.49,3,3,39.5,,,,2.4,0.7,cohesive_flow,18.0,60.0,3,Medium,B6,,,,,,,,,,1.28,0.32,II,30B623M,M,0.82,derived,Agriculture — 30B623M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
84,distillers_grain_coarse,Distillers grain coarse,GRAIN,Agriculture,460.0,390.0,530.0,,0.46,2,2,35.4,,,,0.7,0.24,funnel_flow,11.0,60.0,3,Medium,B6,,,,,,,,,,0.5,0.4,II,28B623,,0.85,derived,Agriculture — 28B623,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
85,distillers_grain_screened,Distillers grain screened,GRAIN,Agriculture,490.0,380.0,610.0,,0.49,3,3,35.0,,,,2.4,0.7,cohesive_flow,18.0,60.0,3,Medium,B6,,,,,,,,,,0.74,0.32,II,30B623M,M,0.82,derived,Agriculture — 30B623M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
86,distillers_grain_crushed,Distillers grain crushed,GRAIN,Agriculture,460.0,370.0,550.0,,0.46,2,2,40.3,,,,0.6,0.17,funnel_flow,1.5,60.0,3,Medium,B6,,,,,,,,,,1.68,0.4,II,28B623U,U,0.82,derived,Agriculture — 28B623U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
87,distillers_grain_pelletized,Distillers grain pelletized,GRAIN,Agriculture,490.0,390.0,590.0,,0.49,2,2,37.1,,,,0.7,0.24,funnel_flow,11.0,60.0,3,Medium,B6,,,,,,,,,,1.49,0.4,II,30B623,,0.85,derived,Agriculture — 30B623,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
88,distillers_grain_powder,Distillers grain powder,GRAIN,Agriculture,490.0,380.0,610.0,,0.49,3,3,42.7,,,,2.2,0.58,cohesive_flow,11.0,60.0,3,Medium,B6,,,,,,,,,,0.56,0.32,II,30B623X,X,0.82,derived,Agriculture — 30B623X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
89,distillers_grain_granular,Distillers grain granular,GRAIN,Agriculture,460.0,370.0,550.0,,0.46,3,3,35.0,,,,2.4,0.7,cohesive_flow,18.0,60.0,3,Medium,B6,,,,,,,,,,0.57,0.32,II,28B623M,M,0.82,derived,Agriculture — 28B623M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
90,distillers_grain_raw,Distillers grain raw,GRAIN,Agriculture,480.0,360.0,590.0,,0.48,2,2,44.7,,,,0.7,0.24,funnel_flow,11.0,60.0,3,Medium,B6,,,,,,,,,,1.18,0.4,II,29B623L,L,0.82,derived,Agriculture — 29B623L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
91,animal_feed_pellets_dry,Animal feed pellets dry,GRAIN,Agriculture,610.0,490.0,720.0,,0.61,1,1,25.3,,,,0.2,0.03,mass_flow,5.0,60.0,1,Low,C1/2,,,,,,,,,,1.32,0.45,III,37C1/212,,0.85,derived,Agriculture — 37C1/212,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
92,animal_feed_pellets_wet,Animal feed pellets wet,GRAIN,Agriculture,620.0,490.0,740.0,,0.62,2,2,35.0,,,,2.2,0.53,funnel_flow,22.0,60.0,1,Low,C1/2,,,,,,,,,,1.51,0.4,III,38C1/212X,X,0.82,derived,Agriculture — 38C1/212X,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
93,animal_feed_pellets_fine,Animal feed pellets fine,GRAIN,Agriculture,620.0,530.0,710.0,,0.62,2,2,42.1,,,,0.8,0.2,funnel_flow,1.5,60.0,1,Low,C1/2,,,,,,,,,,0.79,0.4,III,38C1/212U,U,0.82,derived,Agriculture — 38C1/212U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
94,animal_feed_pellets_coarse,Animal feed pellets coarse,GRAIN,Agriculture,600.0,490.0,710.0,,0.6,1,1,44.4,,,,0.2,0.03,mass_flow,1.5,60.0,1,Low,C1/2,,,,,,,,,,0.6,0.45,III,37C1/212U,U,0.82,derived,Agriculture — 37C1/212U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
95,animal_feed_pellets_screened,Animal feed pellets screened,GRAIN,Agriculture,580.0,460.0,690.0,,0.58,1,1,44.3,,,,0.2,0.08,mass_flow,11.0,60.0,1,Low,C1/2,,,,,,,,,,0.62,0.45,III,36C1/212,,0.85,derived,Agriculture — 36C1/212,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
96,animal_feed_pellets_crushed,Animal feed pellets crushed,GRAIN,Agriculture,600.0,500.0,700.0,,0.6,1,1,43.0,,,,0.2,0.08,mass_flow,11.0,60.0,1,Low,C1/2,,,,,,,,,,0.77,0.45,III,37C1/212X,X,0.82,derived,Agriculture — 37C1/212X,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
97,animal_feed_pellets_pelletized,Animal feed pellets pelletized,GRAIN,Agriculture,590.0,470.0,700.0,,0.59,1,1,34.5,,,,0.2,0.08,mass_flow,11.0,60.0,1,Low,C1/2,,,,,,,,,,0.69,0.45,III,36C1/212,,0.85,derived,Agriculture — 36C1/212,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
98,animal_feed_pellets_powder,Animal feed pellets powder,GRAIN,Agriculture,580.0,450.0,700.0,,0.58,2,2,44.1,,,,0.8,0.2,funnel_flow,1.5,60.0,1,Low,C1/2,,,,,,,,,,1.38,0.4,III,35C1/212U,U,0.82,derived,Agriculture — 35C1/212U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
99,animal_feed_pellets_granular,Animal feed pellets granular,GRAIN,Agriculture,630.0,510.0,750.0,,0.63,1,1,25.4,,,,0.2,0.08,mass_flow,11.0,60.0,1,Low,C1/2,,,,,,,,,,1.16,0.45,III,39C1/212L,L,0.82,derived,Agriculture — 39C1/212L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
100,animal_feed_pellets_raw,Animal feed pellets raw,GRAIN,Agriculture,610.0,530.0,700.0,,0.61,1,1,41.4,,,,0.2,0.08,mass_flow,11.0,60.0,1,Low,C1/2,,,,,,,,,,1.62,0.45,III,38C1/212L,L,0.82,derived,Agriculture — 38C1/212L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
101,portland_cement_dry,Portland cement dry,CONST,Construction,1510.0,1440.0,1590.0,,1.51,3,3,39.7,,,,2.0,0.6,cohesive_flow,1.5,300.0,5,High,A100,,,,,,,,,,1.26,0.32,I,"94A10026L,M","L,M",0.72,derived,"Construction — 94A10026L,M","[""conv"", ""cool"", ""sc""]",0
102,portland_cement_wet,Portland cement wet,CONST,Construction,1540.0,1480.0,1600.0,,1.54,3,3,43.2,,,,2.7,0.74,cohesive_flow,22.0,100.0,5,High,A100,,,,,,,,,,1.58,0.32,I,96A10026L,L,0.72,derived,Construction — 96A10026L,"[""conv"", ""cool"", ""sc""]",0
103,portland_cement_fine,Portland cement fine,CONST,Construction,1540.0,1480.0,1600.0,,1.54,3,3,38.6,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.39,0.32,I,96A10026L,L,0.72,derived,Construction — 96A10026L,"[""conv"", ""cool"", ""sc""]",0
104,portland_cement_coarse,Portland cement coarse,CONST,Construction,1520.0,1430.0,1620.0,,1.52,2,2,37.4,,,,0.6,0.17,funnel_flow,2.0,60.0,5,High,A100,,,,,,,,,,0.76,0.4,I,95A10026X,X,0.72,derived,Construction — 95A10026X,"[""conv"", ""cool"", ""compact"", ""sc""]",0
105,portland_cement_screened,Portland cement screened,CONST,Construction,1520.0,1420.0,1610.0,,1.52,2,2,29.3,,,,0.6,0.17,funnel_flow,1.5,300.0,5,High,A100,,,,,,,,,,1.71,0.4,I,94A10026U,U,0.72,derived,Construction — 94A10026U,"[""conv"", ""cool"", ""compact"", ""sc""]",0
106,portland_cement_crushed,Portland cement crushed,CONST,Construction,1520.0,1450.0,1590.0,,1.52,2,2,31.7,,,,0.6,0.17,funnel_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.14,0.4,I,94A10026,,0.75,derived,Construction — 94A10026,"[""conv"", ""cool"", ""compact"", ""sc""]",0
107,portland_cement_pelletized,Portland cement pelletized,CONST,Construction,1500.0,1430.0,1570.0,,1.5,3,3,40.7,,,,2.4,0.7,cohesive_flow,18.0,300.0,5,High,A100,,,,,,,,,,0.67,0.32,I,"93A10026L,M","L,M",0.72,derived,"Construction — 93A10026L,M","[""conv"", ""cool"", ""sc""]",0
108,portland_cement_powder,Portland cement powder,CONST,Construction,1540.0,1460.0,1620.0,,1.54,3,3,43.8,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.32,0.32,I,96A10026L,L,0.72,derived,Construction — 96A10026L,"[""conv"", ""cool"", ""sc""]",0
109,portland_cement_granular,Portland cement granular,CONST,Construction,1540.0,1440.0,1640.0,,1.54,2,2,27.7,,,,0.6,0.17,funnel_flow,2.0,300.0,5,High,A100,,,,,,,,,,0.99,0.4,I,96A10026L,L,0.72,derived,Construction — 96A10026L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
110,portland_cement_raw,Portland cement raw,CONST,Construction,1520.0,1440.0,1600.0,,1.52,2,2,41.4,,,,0.6,0.17,funnel_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.55,0.4,I,94A10026L,L,0.72,derived,Construction — 94A10026L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
111,limestone_powder_dry,Limestone powder dry,CONST,Construction,1390.0,1260.0,1520.0,,1.39,3,3,38.0,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A100,,,,,,,,,,0.63,0.32,I,87A10025L,L,0.72,derived,Construction — 87A10025L,"[""conv"", ""cool"", ""sc""]",0
112,limestone_powder_wet,Limestone powder wet,CONST,Construction,1400.0,1260.0,1540.0,,1.4,3,3,41.2,,,,2.7,0.74,cohesive_flow,22.0,100.0,5,High,A100,,,,,,,,,,1.65,0.32,I,87A10025L,L,0.72,derived,Construction — 87A10025L,"[""conv"", ""cool"", ""sc""]",0
113,limestone_powder_fine,Limestone powder fine,CONST,Construction,1400.0,1250.0,1560.0,,1.4,3,3,38.0,,,,1.8,0.47,cohesive_flow,2.0,60.0,5,High,A100,,,,,,,,,,0.85,0.32,I,87A10025X,X,0.72,derived,Construction — 87A10025X,"[""conv"", ""cool"", ""sc""]",0
114,limestone_powder_coarse,Limestone powder coarse,CONST,Construction,1410.0,1290.0,1530.0,,1.41,3,3,38.0,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A100,,,,,,,,,,0.93,0.32,I,88A10025U,U,0.72,derived,Construction — 88A10025U,"[""conv"", ""cool"", ""sc""]",0
115,limestone_powder_screened,Limestone powder screened,CONST,Construction,1410.0,1310.0,1520.0,,1.41,3,3,41.5,,,,1.8,0.47,cohesive_flow,2.0,60.0,5,High,A100,,,,,,,,,,1.67,0.32,I,88A10025X,X,0.72,derived,Construction — 88A10025X,"[""conv"", ""cool"", ""sc""]",0
116,limestone_powder_crushed,Limestone powder crushed,CONST,Construction,1420.0,1310.0,1520.0,,1.42,3,3,38.0,,,,2.4,0.7,cohesive_flow,18.0,300.0,5,High,A100,,,,,,,,,,1.09,0.32,I,"88A10025L,M","L,M",0.72,derived,"Construction — 88A10025L,M","[""conv"", ""cool"", ""sc""]",0
117,limestone_powder_pelletized,Limestone powder pelletized,CONST,Construction,1380.0,1280.0,1490.0,,1.38,3,3,38.0,,,,2.4,0.7,cohesive_flow,18.0,300.0,5,High,A100,,,,,,,,,,0.89,0.32,I,"86A10025L,M","L,M",0.72,derived,"Construction — 86A10025L,M","[""conv"", ""cool"", ""sc""]",0
118,limestone_powder_powder,Limestone powder powder,CONST,Construction,1410.0,1270.0,1560.0,,1.41,3,3,41.8,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A100,,,,,,,,,,0.91,0.32,I,88A10025U,U,0.72,derived,Construction — 88A10025U,"[""conv"", ""cool"", ""sc""]",0
119,limestone_powder_granular,Limestone powder granular,CONST,Construction,1400.0,1300.0,1500.0,,1.4,3,3,38.0,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.49,0.32,I,87A10025,,0.75,derived,Construction — 87A10025,"[""conv"", ""cool"", ""sc""]",0
120,limestone_powder_raw,Limestone powder raw,CONST,Construction,1420.0,1300.0,1550.0,,1.42,3,3,38.0,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A100,,,,,,,,,,1.14,0.32,I,88A10025O,O,0.72,derived,Construction — 88A10025O,"[""conv"", ""cool"", ""sc""]",0
121,sand_dry_dry,Sand dry dry,CONST,Construction,1630.0,1490.0,1770.0,,1.63,2,2,39.4,,,,0.6,0.17,funnel_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.49,0.4,III,101C1/227U,U,0.72,derived,Construction — 101C1/227U,"[""conv"", ""cool"", ""compact"", ""sc""]",0
122,sand_dry_wet,Sand dry wet,CONST,Construction,1670.0,1550.0,1790.0,,1.67,3,3,35.0,,,,3.0,0.88,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.33,0.32,III,"104C1/227L,M","L,M",0.72,derived,"Construction — 104C1/227L,M","[""conv"", ""cool"", ""sc""]",0
123,sand_dry_fine,Sand dry fine,CONST,Construction,1660.0,1560.0,1750.0,,1.66,3,3,32.0,,,,1.8,0.47,cohesive_flow,1.5,60.0,7,Very High,C1/2,,,,,,,,,,1.43,0.32,III,103C1/227X,X,0.72,derived,Construction — 103C1/227X,"[""conv"", ""cool"", ""sc""]",0
124,sand_dry_coarse,Sand dry coarse,CONST,Construction,1640.0,1480.0,1800.0,,1.64,2,2,42.7,,,,0.6,0.17,funnel_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.68,0.4,III,102C1/227L,L,0.72,derived,Construction — 102C1/227L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
125,sand_dry_screened,Sand dry screened,CONST,Construction,1650.0,1530.0,1780.0,,1.65,2,2,25.7,,,,0.6,0.17,funnel_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,0.75,0.4,III,103C1/227L,L,0.72,derived,Construction — 103C1/227L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
126,sand_dry_crushed,Sand dry crushed,CONST,Construction,1640.0,1520.0,1770.0,,1.64,3,3,35.0,,,,2.0,0.6,cohesive_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.5,0.32,III,102C1/227M,M,0.72,derived,Construction — 102C1/227M,"[""conv"", ""cool"", ""sc""]",0
127,sand_dry_pelletized,Sand dry pelletized,CONST,Construction,1650.0,1570.0,1740.0,,1.65,3,3,42.5,,,,2.0,0.6,cohesive_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.35,0.32,III,103C1/227M,M,0.72,derived,Construction — 103C1/227M,"[""conv"", ""cool"", ""sc""]",0
128,sand_dry_powder,Sand dry powder,CONST,Construction,1650.0,1500.0,1790.0,,1.65,3,3,44.2,,,,1.8,0.47,cohesive_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.45,0.32,III,102C1/227L,L,0.72,derived,Construction — 102C1/227L,"[""conv"", ""cool"", ""sc""]",0
129,sand_dry_granular,Sand dry granular,CONST,Construction,1660.0,1540.0,1780.0,,1.66,2,2,40.7,,,,0.6,0.17,funnel_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,1.5,0.4,III,103C1/227U,U,0.72,derived,Construction — 103C1/227U,"[""conv"", ""cool"", ""compact"", ""sc""]",0
130,sand_dry_raw,Sand dry raw,CONST,Construction,1630.0,1520.0,1750.0,,1.63,2,2,29.0,,,,0.6,0.17,funnel_flow,1.5,300.0,7,Very High,C1/2,,,,,,,,,,0.64,0.4,III,101C1/227L,L,0.72,derived,Construction — 101C1/227L,"[""conv"", ""cool"", ""compact"", ""sc""]",0
131,sand_wet_dry,Sand wet dry,CONST,Construction,1800.0,1630.0,1970.0,,1.8,4,4,35.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.36,0.25,III,112C1/237M,M,0.72,derived,Construction — 112C1/237M,"[""conv"", ""cool"", ""sc""]",0
132,sand_wet_wet,Sand wet wet,CONST,Construction,1740.0,1580.0,1890.0,,1.74,4,4,40.3,,,,6.8,1.0,cohesive_flow,22.0,60.0,7,Very High,C1/2,,,,,,,,,,1.26,0.25,III,108C1/237X,X,0.72,derived,Construction — 108C1/237X,"[""conv"", ""cool"", ""sc""]",0
133,sand_wet_fine,Sand wet fine,CONST,Construction,1800.0,1630.0,1970.0,,1.8,4,4,35.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.21,0.25,III,112C1/237M,M,0.72,derived,Construction — 112C1/237M,"[""conv"", ""cool"", ""sc""]",0
134,sand_wet_coarse,Sand wet coarse,CONST,Construction,1740.0,1580.0,1900.0,,1.74,4,4,37.5,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.49,0.25,III,108C1/237L,L,0.72,derived,Construction — 108C1/237L,"[""conv"", ""cool"", ""sc""]",0
135,sand_wet_screened,Sand wet screened,CONST,Construction,1740.0,1600.0,1880.0,,1.74,4,4,39.4,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.33,0.25,III,108C1/237U,U,0.72,derived,Construction — 108C1/237U,"[""conv"", ""cool"", ""sc""]",0
136,sand_wet_crushed,Sand wet crushed,CONST,Construction,1740.0,1580.0,1900.0,,1.74,4,4,38.1,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.14,0.25,III,108C1/237M,M,0.72,derived,Construction — 108C1/237M,"[""conv"", ""cool"", ""sc""]",0
137,sand_wet_pelletized,Sand wet pelletized,CONST,Construction,1760.0,1600.0,1910.0,,1.76,4,4,41.7,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,0.54,0.25,III,109C1/237O,O,0.72,derived,Construction — 109C1/237O,"[""conv"", ""cool"", ""sc""]",0
138,sand_wet_powder,Sand wet powder,CONST,Construction,1780.0,1600.0,1970.0,,1.78,4,4,38.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.31,0.25,III,111C1/237M,M,0.72,derived,Construction — 111C1/237M,"[""conv"", ""cool"", ""sc""]",0
139,sand_wet_granular,Sand wet granular,CONST,Construction,1760.0,1640.0,1880.0,,1.76,4,4,35.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.67,0.25,III,109C1/237M,M,0.72,derived,Construction — 109C1/237M,"[""conv"", ""cool"", ""sc""]",0
140,sand_wet_raw,Sand wet raw,CONST,Construction,1770.0,1570.0,1970.0,,1.77,4,4,32.6,,,,6.8,1.0,cohesive_flow,22.0,100.0,7,Very High,C1/2,,,,,,,,,,1.55,0.25,III,110C1/237O,O,0.72,derived,Construction — 110C1/237O,"[""conv"", ""cool"", ""sc""]",0
141,gravel_fine_dry,Gravel fine dry,CONST,Construction,1750.0,1570.0,1920.0,,1.75,3,3,38.5,,,,1.8,0.47,cohesive_flow,1.5,300.0,7,Very High,D3,,,,,,,,,,1.41,0.32,III,108D327U,U,0.72,derived,Construction — 108D327U,"[""conv"", ""cool"", ""sc""]",0
142,gravel_fine_wet,Gravel fine wet,CONST,Construction,1790.0,1620.0,1970.0,,1.79,3,3,32.0,,,,2.7,0.74,cohesive_flow,22.0,100.0,7,Very High,D3,,,,,,,,,,0.59,0.32,III,112D327L,L,0.72,derived,Construction — 112D327L,"[""conv"", ""cool"", ""sc""]",0
143,gravel_fine_fine,Gravel fine fine,CONST,Construction,1750.0,1600.0,1910.0,,1.75,3,3,40.1,,,,2.4,0.7,cohesive_flow,18.0,300.0,7,Very High,D3,,,,,,,,,,0.99,0.32,III,"109D327L,M","L,M",0.72,derived,"Construction — 109D327L,M","[""conv"", ""cool"", ""sc""]",0
144,gravel_fine_coarse,Gravel fine coarse,CONST,Construction,1770.0,1650.0,1900.0,,1.77,3,3,35.0,,,,2.4,0.7,cohesive_flow,18.0,300.0,7,Very High,D3,,,,,,,,,,1.32,0.32,III,"110D327L,M","L,M",0.72,derived,"Construction — 110D327L,M","[""conv"", ""cool"", ""sc""]",0
145,gravel_fine_screened,Gravel fine screened,CONST,Construction,1760.0,1570.0,1950.0,,1.76,3,3,32.0,,,,1.8,0.47,cohesive_flow,2.0,300.0,7,Very High,D3,,,,,,,,,,1.27,0.32,III,109D327L,L,0.72,derived,Construction — 109D327L,"[""conv"", ""cool"", ""sc""]",0
146,gravel_fine_crushed,Gravel fine crushed,CONST,Construction,1750.0,1560.0,1950.0,,1.75,3,3,43.8,,,,1.8,0.47,cohesive_flow,2.0,300.0,7,Very High,D3,,,,,,,,,,1.09,0.32,III,109D327O,O,0.72,derived,Construction — 109D327O,"[""conv"", ""cool"", ""sc""]",0
147,gravel_fine_pelletized,Gravel fine pelletized,CONST,Construction,1750.0,1630.0,1880.0,,1.75,3,3,43.2,,,,2.4,0.7,cohesive_flow,18.0,300.0,7,Very High,D3,,,,,,,,,,0.88,0.32,III,"109D327L,M","L,M",0.72,derived,"Construction — 109D327L,M","[""conv"", ""cool"", ""sc""]",0
148,gravel_fine_powder,Gravel fine powder,CONST,Construction,1760.0,1630.0,1890.0,,1.76,3,3,38.0,,,,1.8,0.47,cohesive_flow,2.0,60.0,7,Very High,D3,,,,,,,,,,0.97,0.32,III,109D327X,X,0.72,derived,Construction — 109D327X,"[""conv"", ""cool"", ""sc""]",0
149,gravel_fine_granular,Gravel fine granular,CONST,Construction,1790.0,1650.0,1940.0,,1.79,3,3,38.7,,,,1.8,0.47,cohesive_flow,2.0,60.0,7,Very High,D3,,,,,,,,,,1.23,0.32,III,111D327X,X,0.72,derived,Construction — 111D327X,"[""conv"", ""cool"", ""sc""]",0
150,gravel_fine_raw,Gravel fine raw,CONST,Construction,1790.0,1620.0,1970.0,,1.79,3,3,32.0,,,,1.8,0.47,cohesive_flow,1.5,300.0,7,Very High,D3,,,,,,,,,,1.25,0.32,III,111D327U,U,0.72,derived,Construction — 111D327U,"[""conv"", ""cool"", ""sc""]",0
151,fly_ash_dry,Fly ash dry,CONST,Construction,990.0,860.0,1110.0,,0.99,3,3,39.0,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A200,,,,,,,,,,1.2,0.32,I,61A20035,,0.75,derived,Construction — 61A20035,"[""conv"", ""cool"", ""sc""]",0
152,fly_ash_wet,Fly ash wet,CONST,Construction,960.0,840.0,1080.0,,0.96,4,4,33.1,,,,6.8,1.0,cohesive_flow,22.0,100.0,5,High,A200,,,,,,,,,,1.13,0.25,I,59A20035U,U,0.72,derived,Construction — 59A20035U,"[""conv"", ""cool"", ""sc""]",0
153,fly_ash_fine,Fly ash fine,CONST,Construction,1020.0,920.0,1120.0,,1.02,4,4,39.2,,,,5.4,1.0,cohesive_flow,18.0,300.0,5,High,A200,,,,,,,,,,1.24,0.25,I,63A20035M,M,0.72,derived,Construction — 63A20035M,"[""conv"", ""cool"", ""sc""]",0
154,fly_ash_coarse,Fly ash coarse,CONST,Construction,990.0,860.0,1110.0,,0.99,4,4,38.9,,,,5.4,1.0,cohesive_flow,18.0,300.0,5,High,A200,,,,,,,,,,0.65,0.25,I,"61A20035L,M","L,M",0.72,derived,"Construction — 61A20035L,M","[""conv"", ""cool"", ""sc""]",0
155,fly_ash_screened,Fly ash screened,CONST,Construction,1010.0,890.0,1120.0,,1.01,3,3,40.8,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A200,,,,,,,,,,0.66,0.32,I,62A20035U,U,0.72,derived,Construction — 62A20035U,"[""conv"", ""cool"", ""sc""]",0
156,fly_ash_crushed,Fly ash crushed,CONST,Construction,990.0,840.0,1140.0,,0.99,3,3,34.2,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A200,,,,,,,,,,1.79,0.32,I,61A20035,,0.75,derived,Construction — 61A20035,"[""conv"", ""cool"", ""sc""]",0
157,fly_ash_pelletized,Fly ash pelletized,CONST,Construction,990.0,840.0,1140.0,,0.99,3,3,39.5,,,,1.8,0.47,cohesive_flow,2.0,300.0,5,High,A200,,,,,,,,,,1.75,0.32,I,61A20035O,O,0.72,derived,Construction — 61A20035O,"[""conv"", ""cool"", ""sc""]",0
158,fly_ash_powder,Fly ash powder,CONST,Construction,1010.0,870.0,1160.0,,1.01,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,300.0,5,High,A200,,,,,,,,,,1.12,0.25,I,63A20035M,M,0.72,derived,Construction — 63A20035M,"[""conv"", ""cool"", ""sc""]",0
159,fly_ash_granular,Fly ash granular,CONST,Construction,1030.0,890.0,1170.0,,1.03,3,3,42.5,,,,1.8,0.47,cohesive_flow,1.5,300.0,5,High,A200,,,,,,,,,,1.49,0.32,I,64A20035U,U,0.72,derived,Construction — 64A20035U,"[""conv"", ""cool"", ""sc""]",0
160,fly_ash_raw,Fly ash raw,CONST,Construction,1020.0,910.0,1120.0,,1.02,3,3,43.2,,,,1.8,0.47,cohesive_flow,2.0,60.0,5,High,A200,,,,,,,,,,1.22,0.32,I,63A20035X,X,0.72,derived,Construction — 63A20035X,"[""conv"", ""cool"", ""sc""]",0
161,gypsum_powder_dry,Gypsum powder dry,CONST,Construction,1170.0,1000.0,1330.0,,1.17,3,3,38.0,,,,1.8,0.47,cohesive_flow,1.5,60.0,3,Medium,A100,,,,,,,,,,1.64,0.32,I,72A10024X,X,0.72,derived,Construction — 72A10024X,"[""conv"", ""cool"", ""sc""]",0
